year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,saleday
2013,Kia,Optima,SX,Sedan,automatic,5XXGR4A64DG097254,CA,36.0,30333,Black,Black,kia motors finance,20600,19900,2015-01-20,Tuesday
2013,Lexus,Gs 350,Base,Sedan,automatic,JTHBE1BL4D5013929,CA,35.0,21189,Silver,Black,lexus financial services,34200,31900,2015-01-21,Wednesday
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1G1PE5SB6E7118217,CA,34.0,40661,Silver,Black,avis corporation,13050,13000,2015-01-22,Thursday
2013,Hyundai,Elantra Coupe,GS,Elantra Coupe,automatic,KMHDH6AE8DU017422,CA,1.0,999999,Blue,Gray,hyundai motor finance,8025,2500,2015-01-27,Tuesday
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,KMHEC4A40DA089523,CA,21.0,11099,Silver,Gray,hyundai motor america/co car,19650,16500,2015-01-27,Tuesday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4AC0DH721038,CA,37.0,37154,Black,Gray,hyundai motor finance,12400,12100,2015-01-27,Tuesday
2013,Hyundai,Elantra,Limited,Sedan,automatic,5NPDH4AE2DH264292,CA,31.0,13505,Red,Tan,hyundai motor america/co car,14550,13800,2015-01-27,Tuesday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4AC7DH636875,CA,38.0,47516,Black,Beige,hyundai motor finance,11850,11700,2015-01-27,Tuesday
2014,Audi,Sq5,3.0T Premium Plus quattro,Suv,automatic,WA1CGAFP4EA030312,CA,42.0,9606,White,Black,audi of downtown l a,48600,47500,2015-01-29,Thursday
2015,Volvo,S60,T5,Sedan,automatic,YV1612TB4F1310987,CA,41.0,14282,White,Black,volvo na rep/world omni,27500,27750,2015-01-29,Thursday
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,WDDNG7DB2DA502214,CA,36.0,4811,Black,Black,mercedes-benz financial services,55100,45500,2015-01-29,Thursday
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,WDDNG7DB3DA492051,CA,44.0,14557,Black,Black,mercedes-benz financial services,53000,51500,2015-01-29,Thursday
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,WDDNG7DB4DA498361,CA,42.0,38691,Black,Black,mercedes-benz financial services,47900,48000,2015-01-29,Thursday
2014,Bmw,5 Series,528i,Sedan,automatic,WBA5A5C51ED501631,CA,29.0,25969,Black,Black,financial services remarketing (lease),34200,30000,2015-02-03,Tuesday
2014,Cadillac,Elr,Base,Coupe,automatic,1G6RR1E48EU601450,CA,47.0,4436,Gray,Black,rogue cu,49400,44000,2015-02-04,Wednesday
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1G1PE5SB4E7102937,CA,42.0,40560,Gray,Brown,avis corporation,12800,12800,2015-02-12,Thursday
2015,Volvo,Xc70,T6,Wagon,automatic,YV4902NB3F1196951,CA,48.0,12725,Beige,Beige,volvo na rep/world omni,32300,32500,2015-02-12,Thursday
2013,Hyundai,Sonata,Limited,Sedan,automatic,5NPEC4AB6DH539798,CA,39.0,45991,Gray,Gray,hyundai motor america/co car,15750,17200,2015-02-17,Tuesday
2015,Kia,K900,Luxury,Sedan,automatic,KNALW4D42F6019667,CA,42.0,5304,Blue,Black,kia motors america  inc,39500,40000,2015-02-17,Tuesday
2015,Volvo,Xc70,T6,Wagon,automatic,YV4902NB3F1198103,CA,42.0,16506,Brown,Brown,volvo na rep/world omni,32100,32500,2015-02-26,Thursday
2015,Volvo,V60,T5,Wagon,automatic,YV1612SB8F1201529,CA,4.0,13623,Silver,Black,volvo na rep/world omni,28400,28000,2015-02-26,Thursday
2015,Chevrolet,Impala,LTZ,Sedan,automatic,2G1165S30F9103921,CA,19.0,14538,Silver,Black,enterprise vehicle exchange / tra / rental / tulsa,24300,7200,2015-07-07,Tuesday
